name,altitude,latitude,longitude
la Creueta,2066,41.805244,0.885612
Serrat del Clot del Tou,2066,42.47166,0.83181
Bony de Comamaire,2065,42.469043,1.043623
Roc de Llumeneres,2065,42.560806,1.408087
los Collets,2064,42.380895,1.244223
Tossal del Duc,2063,42.519439,1.097198
Tossal de Riuposa,2063,42.501416,1.114418
Bony del Tamborí,2062,42.453819,1.032824
Corona del Pinar,2061,42.522462,0.801262
Cabrera,2061,42.445439,1.345971
Roca de la Piqueta,2058,42.48789,1.128695
Rasos de Baix,2057,42.137008,1.780354
Tossal de Perminyana,2053,42.486495,1.00547
Roca de la Moixa,2052,42.290772,1.77892
lo Tufello,2052,42.562197,1.30722
Roca del Corb,2052,41.115017,0.816871
Puiafalcons,2051,42.491699,0.855807
Pui de Migdia,2051,42.566461,1.277281
Pic de Noarre,2051,42.693267,1.243028
Tossal de Meians,2051,42.28698,2.076425
Bony Gros,2050,42.491371,0.85706
Costa Freda,2048,42.247091,1.634972
Cap del Boix,2045,42.418248,1.521014
Roca de Caputxo,2045,42.52909,0.852032
el Pilaret del Pla,2044,42.482887,0.848358
el Prat Llong,2044,42.268144,1.677769
Cap de Campmaior,2044,42.51603,1.113747
Tossal de Fontfreda,2042,42.482299,1.160507
Bony del Covil,2040,42.460506,1.394151
el Taga,2039,42.280763,2.2099
Roca Roja,2038,40.718,0.292991
Roc Ronyonal,2037,42.448149,1.339066
Cim de Pla Baguet,2035,42.298364,1.978807
Muntanya de Béixec,2035,42.294118,1.656871
Roca del Pilasso,2035,42.492035,0.953446
Bony de la Torredella,2034,42.46445,1.396008
Cap de la Peguera,2033,42.479795,1.24545
Pleta Roja,2031,42.307397,2.01381
Cap de Socorto,2029,42.627026,1.16675
Pla de la Bassa,2028,42.342291,2.003881
Turons,2026,42.410731,1.572402
Roca de Querdarenes,2026,42.299751,1.743917
els Turons,2026,41.644715,1.284497
Era Sèrra de Naut,2025,42.672808,0.807122
Bony del Peçó,2025,42.394739,1.187135
Serrat de Ca la Forners,2024,42.479886,0.991592
Pui de Pouet,2022,42.551689,1.202086
Tossal de la Pleta dels Alls,2021,42.438734,0.83787
Bony de la Pleteta,2018,42.441403,0.885841
Tuc de Bedurt,2017,42.809232,0.66857
Turó de Prat Agre,2017,42.301995,1.804678
Cap del Solà de Norís,2016,42.576027,1.35154
Pic de Jordana,2016,42.54299,1.346807
Pui de Finestrelles,2015,42.554826,1.122554
Roca Escura,2014,42.442967,0.805213
Cap des Ticòs,2014,42.750559,0.906786
Puial de la Sellera,2014,42.682314,1.040336
Cap de Baladredo,2014,42.463499,1.238632
Cap de l'Orri Vell,2013,42.47217,1.318906
Roca de Rovellosa,2013,42.412133,1.025001
Puig Estela,2013,42.284319,2.254004
Pic Rossell,2010,42.547776,1.106251
Pedra Picada,2010,42.296119,2.05084
Bony del Raset,2008,42.427709,1.255632
Malh de Cigalèra,2007,42.846978,0.683989
Bony del Pletiuet,2007,42.507494,1.10675
Puig Rodó,2006,42.555793,1.290791
Roc Xic,2005,42.402588,1.59192
Roca de l'Àliga,2000,40.701238,0.330903
Tossal de la Llobarçana,2000,42.492835,0.861195
Tossal del Cogomar,1996,42.423346,0.856693
la Moixera,1995,42.30733,2.025932
Roc de Farinoles,1994,42.396303,1.641949
Turó de la Guàrdia,1994,42.309807,0.858221
l'Home Mort,1990,42.298422,1.987346
Puig Sistra,1989,42.380642,2.342852
Torroella de Dalt,1989,42.352884,2.265433
Turó del Mig,1989,41.251185,1.84294
Tossal de la Pia,1988,42.33985,1.911673
la Redona,1986,42.551588,0.868568
Tossalet Roi,1983,42.423863,1.069643
Serrat de la Quintó,1983,42.495651,1.119775
Cap del Ginebrar,1981,42.32828,1.976539
Bony de Sobre les Bordes,1979,42.471072,1.268745
la Fita Alta,1978,41.613148,0.843055
Fita Alta,1978,42.442752,1.043907
Turó de la Portella,1977,42.434075,1.296279
Bony de la Font de la Tosca,1976,42.496302,0.859288
Puig de les Agudes,1974,42.362952,2.317862
Cap de les Roques,1970,42.153744,1.467495
les Piques,1969,42.321048,1.175904
Roques Feres,1967,42.455825,1.837986
l'Escomelleda,1966,42.620708,1.198187
l'Emperadora,1962,42.291087,2.064319
Roc Gros,1959,42.402619,1.586378
el Roc Gros,1959,41.825225,2.203616
Roca Llisa,1958,42.025911,0.687192
Pic del Pla d'Arides,1958,42.562256,1.180074
Cap del Bosc de Mallolís,1958,42.475037,1.27012
la Creuilla,1953,42.430848,1.294227
Turó dels Collars,1953,42.433978,1.307333
Serrat de les Estelles,1952,42.137615,1.796109
Tuc de Saublanca,1952,42.793867,0.656528
Tuc des Tres Corets,1949,42.824329,0.670118
Roca d'Auró,1948,42.127115,1.787597
Turó de la Parcel·la,1947,42.286552,2.262347
Roca d'en Carbassa,1947,42.202596,1.589211
Cim d'Estremera,1947,42.337402,2.124267
Turó de la Palomera,1946,42.416371,1.55532
Tossal de la Cabana dels Caçadors,1943,42.626871,1.074441
Tossal dels Jugadors,1943,42.299425,1.633478
Turó de Pradal,1942,42.4155,1.500782
Tossal de Caners,1942,42.24683,1.158372
Pic de l'Ordi,1939,42.244854,1.161496
Pic de Boliera,1939,42.581734,1.099642
Puig de Coma d'Olla,1938,42.282434,2.238502
Pèl-de-ca,1938,42.319756,2.260733
Serrat de l'Hospital,1937,42.13456,1.795877
Turó dels Pujols,1936,42.431575,1.632617
Cap de Pèirahita,1932,42.809038,0.782036
Bony de la Culla,1931,42.41807,1.264298
el Galliner,1928,42.438131,1.340704
Tossal d'Urdiet,1928,42.176964,1.464282
Cingle Rodó,1927,42.379565,2.200305
Cap de Confós,1923,42.162185,1.796164
Cap dera Tòra,1923,42.819703,0.668029
Pui-redó,1921,42.531566,0.843887
Roc de Cadena,1918,42.455114,1.789328
Turó Gros,1917,42.435322,1.32467
Cap del Solà de la Coma d'Orient,1916,42.262396,1.12859
Tuc de Maria Casteràs,1914,42.706863,0.941882
Tossal del Puial,1913,42.341809,1.133022
Tossal d'Orriols,1913,42.293409,1.993929
Fiteri,1913,42.488265,1.061373
Bony de Santa Bàrbara,1911,42.526632,1.150367
Serrat del Paravent,1910,42.301793,2.040006
Puig d'en Bullici,1910,42.319271,2.267887
Roca Escorxada,1910,42.428099,1.769292
Pic d'Escobedo,1909,42.641286,1.135813
el Puig,1906,41.042505,0.242219
lo Puig,1906,41.044202,0.875607
Turó del Montsec,1903,42.319788,1.847482
Turó de la Portella d'Ogassa,1902,42.278343,2.219426
Roca del Millet,1901,42.253138,1.635351
Cap dels Plans del Ginebrar,1901,42.305046,2.037057
la Pedra dels Tres Bisbats,1899,42.294246,2.278342
Tuc dera Gossetèra,1896,42.782754,0.645933
Turó de Collet Jussana,1895,42.301356,1.63306
la Calbera d'Irgo,1895,42.442875,0.787331
Puig del Pla de les Pasteres,1894,42.29495,2.290065
Roca de Senyús,1894,42.215089,1.184057
Roca del Llossàs,1893,42.428232,1.766554
Roc dels Quatre Alcaldes,1893,42.258105,1.151097
Roc Punxegut del Ras,1891,42.374595,2.16512
Peransalt,1891,42.453001,1.848241
Roc del Campanar,1891,42.296139,1.600699
Tossal Negre,1890,42.253983,1.155181
Tossal del Puig,1890,40.93779,0.429114
Cap de Calbar,1889,42.644475,1.134754
Pala del Teller,1889,42.316864,0.809469
Puig de la Torroella,1886,42.352845,2.269209
el Cabanot de Torlla,1886,42.439734,0.898407
Roca de la Cremada,1885,42.549246,0.917012
Bony de Piquerabedre,1880,42.490605,1.120729
lo Casterilló,1876,42.41958,0.853685
Puig Galliner,1876,42.287911,1.516474
Roc del Paraigua,1876,42.311516,1.20877
Cap del Solà,1875,42.251285,1.366789
les Pantalles,1874,42.340967,1.12285
Cap de la Guàrdia,1874,42.196846,1.483034
Cap dels Plans,1871,42.177915,1.65093
Turó de l'Avetosa,1871,42.319278,1.743298
Roca de Migdia,1870,42.0366,0.688037
Cogulló d'Estela,1869,42.121606,1.787085
Miravall,1866,41.518982,0.810558
la Corona Alta,1863,42.315967,1.154403
Roc de la Calç,1855,42.364942,2.194224
Tossal de la Guilla,1853,42.420326,1.681699
Pendís,1851,42.294245,1.79734
Puig de Sant Amand,1851,42.265372,2.207327
Ròca de Sacòsta,1851,42.716518,0.755086
Tossal de Cabrit,1850,42.219036,1.174579
la Cogulla,1848,41.191536,0.656722
Roc Rodó,1848,42.562959,1.436892
el Roc Rodó,1848,42.371785,2.17004
Cap de Pla Redon,1846,42.275532,1.267015
Cap de la Serra,1846,41.996744,0.72745
Bony de la Sovinyera,1845,42.605515,1.089228
Tossal de la Pala,1843,42.416078,0.896974
Tossal de Sant Pere,1840,42.429573,0.881108
l'Avedoga d'Adons,1839,42.314131,0.838187
Bacanella,1838,42.272365,1.520525
Tossal de Sarviscué,1836,42.425926,0.864651
Roques del Mònec,1836,42.2526,1.628719
Roc dels Llamps,1834,42.201581,1.718282
Tossal de Sant Quiri,1834,42.40649,0.843851
Tossal de Sant Esperit,1832,42.551474,0.911773
Bony dels Cóms,1831,42.230112,1.110011
Roca de Sant Joan,1828,42.429021,0.998129
Roques Agudes,1828,42.306548,1.194618
Punta Barruera,1826,42.341082,1.166099
el Codó,1825,42.48378,0.794917
lo Codó,1825,42.023114,0.853742
Turó de Sant Miquel,1824,42.386836,1.265972
lo Tossal Alt,1824,42.221421,1.269126
Tossal Alt,1824,42.309562,1.223846
el Far,1824,42.133426,1.767972
lo Far,1824,41.161569,0.871403
Roc de la Meda,1822,42.572028,1.39524
el Faro d'Avall,1820,42.313991,0.83551
Bony del Solanet,1820,42.452038,1.043982
l'Artic,1820,42.314943,1.169188
Cap de la Boixassa,1819,42.288575,1.7986
Tossal de Badés,1818,42.323765,1.62499
Planellet del Solà,1817,42.455057,1.264371
Roc d'en Filatus,1816,42.294491,1.82105
Pui Alt,1816,42.56104,1.125889
Bony de Mollet,1815,42.336657,1.166434
el Corralet,1813,42.266241,1.16085
el Picalt,1804,42.264564,1.265885
Eth Cau de Naut,1804,42.805506,0.739616
lo Picalt,1804,42.167317,1.165692
Roca de la Pena,1803,42.326879,1.007416
Tossal de Cambrils,1802,42.155167,1.415838
el Pi Jagut,1801,42.253655,1.704718
Roca del Toron,1801,42.402147,2.36015
Ras del Tossal,1800,42.38891,1.596429
Roca de Sant Gervàs,1800,42.315532,0.81375
Puig Cornador,1799,41.678001,2.047844
Roc Raset,1798,42.486584,1.235368
el Castessillo,1797,42.543465,0.758669
Bony de Font de Macià,1797,42.232041,1.105785
Pi del Paraigua,1796,42.162221,1.81167
Roca-sança,1795,42.306558,1.875629
Roc Vermell,1795,42.293675,2.01935
el Montcau,1794,41.603554,1.815726
Montcau,1794,42.301474,1.260189
Sant Quir,1790,42.35353,1.169064
la Berruga,1787,42.27581,2.121955
la Rasa,1786,42.355725,1.220943
Turó de la Llacuna,1782,42.407876,1.756283
Pical Ras,1782,42.192008,1.136954
Turó de Savina Rodona,1782,42.547816,1.289084
Planalestop,1782,42.297943,1.212163
Tossal de Peirafita,1781,42.409292,0.937837
Serrat de Fontmentiró,1781,42.434072,0.89653
Castellet,1780,41.508965,1.712172
el Castellet,1780,42.526351,0.77831
Roc del Migdia de la Colilla,1780,42.197793,1.585261
el Serrat Negre,1779,42.09743,2.000697
Tossal del Castell de Termes,1778,42.253465,1.658486
Cap de la Ginebrera,1772,42.390833,1.007191
Roc de les Estoselles,1772,42.262161,1.75309
Roca Margalida,1770,42.392817,1.010445
Gotsfred,1767,42.260964,1.740007
Roques de la Palleta,1767,42.245704,1.613996
Roc de Sant Pere,1766,42.571687,1.397856
Roca de Santaló,1766,42.243953,1.557455
Roc de les Gralles,1762,42.276623,1.258763
Tossal de la Bigordana,1761,42.313243,1.181213
el Roc Petit,1760,42.377413,2.256547
Roc Petit,1760,42.2271,1.886044
Cap de Plan-de-riba,1759,42.191361,1.157694
Bony de l'Estalella,1758,42.431377,1.388026
Rocaferrís,1758,42.410715,0.892778
Roc de la Guàrdia,1757,42.40532,1.41296
la Caubella,1755,42.257241,1.259248
Cap de la Baga Alta,1755,42.199371,1.954046
Tossal de Codó,1754,42.4407,0.805304
l'Oratori,1754,42.201379,1.219491
Tossal Rodó,1753,41.824491,0.670631
Cap del Bosc de Baén,1752,42.320694,1.127179
Roc Cairat,1751,42.144727,1.540541
Roc del Fener de l'Ala,1751,42.408777,1.400563
el Bac Gran,1751,42.348341,1.884379
Cap de Carreu,1749,42.193582,1.123574
Pujagalet,1748,42.449467,1.437237
Puig Molar,1748,42.296097,2.071233
lo Cogulló,1745,41.884732,0.668395
Turó de l'Àliga,1743,42.597532,1.152659
Roques de l'Oratori,1743,42.364349,2.164284
les Roques Altes,1743,42.146553,1.021227
Roques Altes,1743,42.36235,1.94474
Roca del Carret,1742,42.409921,1.390265
la Tussa,1742,42.309952,2.059526
Roca de Llagunes,1742,42.358406,1.20745
Puig Moscós,1739,42.371112,2.373024
Bony de Sant Martí,1737,42.552539,1.304521
Roca de l'Orri,1736,42.43582,1.347743
Roc del Quir,1734,42.433467,1.80679
Turó de la Perdiu,1732,42.33667,1.945352
Puig Pedrós,1730,42.121851,0.964668
Turó de Comafornell,1729,42.362995,1.240326
Roc de la Clusa,1728,42.201785,1.926813
Roc Bataller,1725,42.604268,1.261404
Roques Llongues,1723,42.318777,1.699912
Tossal de l'Ereta,1722,42.530352,0.741143
Turó de Passavent,1720,42.275807,1.113278
Roca de les Ombres,1720,42.642031,1.140633
Tossal de Posa,1719,42.522253,0.73508
Roc del Batlle,1719,42.291873,2.005743
la Torreta,1718,40.623741,0.585793
Tossal de la Mata,1717,42.302097,1.579931
Serrat de l'Amorriador,1717,42.202277,1.94289
Roc de Salamó,1716,42.163447,1.763262
Cap de la Roureda d'Ambret,1716,42.40145,1.717417
Roc del Picassall,1715,42.207376,1.787384
Roca del Collar,1715,42.35514,1.173449
Serrat del Pastoret,1715,42.126379,1.77175
Pujansolons,1712,42.29862,1.19675
Turó de Lapaix,1712,42.357959,1.248432
Tossal de Sentúcia,1710,42.474672,0.745702
Tossal de Torena,1710,42.458109,1.073833
la Clusa,1708,42.212679,1.767802
Serrat de Montirol,1708,42.163405,1.777777
Roc de la Cabanada,1707,42.35311,1.285732
Turó de l'Home,1706,41.484742,2.248359
Puig de les Forques,1706,41.369106,1.459177
les Cortalets,1705,42.468328,1.225968
Roc de Peguera,1703,42.160702,1.771825
el Socarrat,1702,42.327621,0.814411
Roca de les Espases,1701,42.25296,1.661479
Roc del Pàrrec,1700,42.446727,1.326773
Tossal dels Pallers,1699,42.301771,1.229609
Turó del Batlle,1698,42.332253,1.718642
Matagalls,1697,41.808791,2.382702
Tossal de Maçaners,1697,42.044639,1.157917
Roc de Penalta,1696,42.245348,1.098478
la Capcera,1695,42.305044,0.886444
Roca Ventolera,1692,42.425428,0.994074
Tossal del Roure,1691,42.405562,1.428533
Pic de Lleràs,1691,42.269185,0.852601
Roca de Canalda,1690,42.130337,1.507829
Roca del Catllaràs,1688,42.203918,1.941203
Bony dels Clots,1687,42.235188,1.096735
Gallinova,1687,42.184691,1.077762
Serrat de les Cordes,1687,42.301257,1.184628
Roques de Tuiro,1686,42.402547,0.922894
Puig de Serreïnes,1686,42.262223,1.434911
Serrat del Camp de Dalt,1685,42.198757,1.944051
Cap de la Baga de Cabanelles,1684,42.193167,1.917366
Tossal de Segre,1683,42.503477,0.73504
Tossal dels Moros,1682,41.489275,0.524526
Roc Beneïdor,1681,42.371227,1.560509
Puig Sacarbassa,1681,41.786103,2.440794
les Pedranes,1681,42.350412,1.253741
Turó de l'Home Mort,1678,41.575002,2.161956
Pui Agut,1678,42.528387,1.160957
Cap des Agudes,1678,42.8266,0.689313
Turó del Catiu d'Or,1677,41.779899,2.432027
Tossal de Mirapallars,1676,42.02109,0.959009
Tossal de les Torretes,1676,42.022074,0.938444
Bony de Toirigo,1675,42.569962,0.843235
Sant Alís,1675,42.039858,0.766543
Roc de l'Àliga,1672,42.297676,1.287321
la Mua,1671,42.281481,1.508875
Puig de Sant Joan,1670,42.366744,2.376334
el Clot del Far,1670,42.261393,1.195229
Roc del Cento,1669,42.549517,1.178581
Santa Margarida,1669,42.161191,1.708119
Puig Sesolles,1667,41.773525,2.438196
la Roca Tallada,1666,42.429725,0.726017
Roca Tallada,1666,42.282103,1.830256
la Matella,1663,42.204298,1.666722
Cap de la Baga de Corró,1662,42.207072,1.955118
Bony de Corona,1661,42.435691,0.779973
Cap dels Emprius,1660,42.189452,1.911096
la Creu de Pedra,1659,42.303123,2.280643
Turó de la Bandera,1658,41.517234,2.224242
la Banderola,1656,42.325206,2.017355
Basera de Campi,1656,42.555145,1.165628
Sobrepuny,1655,42.167797,1.910729
la Creu,1654,42.290788,1.226363
Serrat de les Tries,1654,42.157075,1.70652
la Moixella,1652,42.263278,1.294255
Roca Seda,1651,42.292529,1.227139
Roc del Castellar,1650,42.249265,1.618755
Roca de Nedeu,1648,42.310491,1.62881
Tuc de Comagrana,1648,42.842775,0.761458
el Llobató,1646,42.206002,1.932859
la Peralta de Dalt,1644,42.284155,1.282254
Puig de Sant Pere,1643,42.268804,2.09654
Serrat de Fulleracs,1643,42.18966,1.909373
el Boixeral,1642,42.28861,1.228231
Pui Sidós,1641,42.38397,1.005052
Tossal de les Àligues,1641,42.25837,1.217258
Roca del Cortal,1641,42.208641,1.954389
Puig de l'Artiga del Rei,1640,42.39495,2.399808
lo Tossalet,1639,42.196636,0.721038
Roquesblanques,1639,42.297828,2.323697
el Tossalet,1639,41.18472,0.753955
Turó de Castellassos,1638,42.301373,1.567342
